age,sex,race_ethnicity,marital_status,education_level,income_level,occupation,place_of_residence,nationality,religion,language_spoken,household_size,credit_score,has_outstanding_loans,num_loans_taken_last_5yrs,loan_repayment_history_score,monthly_expenses,existing_monthly_liabilities,bank_account_access,internet_access,distance_to_nearest_bank_km,mobile_money_usage,success_score
38,Male,Latino,Married,None,30000,Farmer,Semi-urban,Nepali,Sikh,Telugu,6,496,1,1,0.82,9849,4808,0,1,23.7,0,0.626
24,Male,Asian,Single,Postgraduate,70000,Farmer,Urban,Nepali,Other,Telugu,5,665,0,2,0.39,19932,8828,0,1,5.5,0,0.52
21,Other,Latino,Divorced,Secondary,10000,Teacher,Rural,Bangladeshi,Other,Tamil,5,664,1,4,0.32,4681,11744,0,1,11.2,0,0.561
18,Other,White,Divorced,None,100000,Laborer,Rural,Nepali,Muslim,English,4,694,0,0,0.67,16018,16719,1,0,16.1,1,0.688
28,Female,Latino,Widowed,Secondary,100000,Teacher,Rural,Indian,Sikh,Marathi,1,453,0,3,0.02,13515,16373,1,0,14.6,1,0.25
65,Male,Latino,Single,Secondary,30000,Laborer,Semi-urban,Bangladeshi,Christian,English,8,745,1,3,0.45,3436,8552,0,0,14.3,1,0.667
56,Female,Black,Widowed,Primary,30000,Self-employed,Semi-urban,Bangladeshi,Other,Hindi,5,624,1,3,0.27,5244,17339,1,0,1.3,1,0.522
21,Other,Mixed,Widowed,Primary,20000,Teacher,Rural,Indian,Buddhist,Bengali,7,558,0,4,0.28,9902,9926,1,0,24.3,1,0.52
59,Female,Latino,Married,Primary,20000,Engineer,Semi-urban,Indian,Buddhist,Tamil,4,313,0,2,0.84,5813,17535,1,1,8.9,0,0.466
55,Other,Asian,Widowed,None,10000,Laborer,Semi-urban,Indian,Buddhist,Tamil,2,573,0,3,0.32,5793,302,0,0,9.4,0,0.485
18,Male,White,Single,Graduate,30000,Laborer,Rural,Nepali,Christian,Marathi,3,314,0,1,0.51,15764,129,1,1,4.5,1,0.538
24,Female,Black,Married,Secondary,50000,Self-employed,Semi-urban,Nepali,Muslim,Tamil,1,567,1,4,0.63,3077,5018,0,0,15.5,0,0.482
54,Male,Black,Single,Secondary,100000,Self-employed,Urban,Indian,Other,Marathi,8,839,0,1,0.01,19425,18277,0,0,9.1,1,0.373
28,Other,Asian,Widowed,Secondary,100000,Engineer,Semi-urban,Indian,Christian,Telugu,2,712,0,0,0.92,11778,6604,0,1,20.5,1,0.823
29,Male,Mixed,Divorced,Postgraduate,20000,Teacher,Semi-urban,Bangladeshi,Other,Marathi,8,745,0,2,0.41,10484,14713,1,1,10.9,1,0.832
37,Other,Latino,Divorced,None,30000,Engineer,Rural,Nepali,Muslim,Hindi,4,785,0,5,0.82,5482,14990,1,0,1.8,0,0.851
22,Female,Latino,Divorced,Primary,30000,Engineer,Semi-urban,Bangladeshi,Hindu,Telugu,5,789,0,2,0.11,10865,3092,1,1,3.6,0,0.962
25,Female,Mixed,Married,Postgraduate,30000,Laborer,Semi-urban,Bangladeshi,Hindu,Bengali,1,560,0,0,0.21,22419,19347,0,0,11.8,1,0.141
49,Male,Black,Widowed,Secondary,30000,Engineer,Semi-urban,Indian,Christian,Bengali,7,725,0,1,0.8,8487,18919,1,1,9.7,0,1.0
61,Female,Latino,Single,Graduate,50000,Farmer,Urban,Bangladeshi,Buddhist,Tamil,3,815,1,1,0.15,9973,7928,0,1,3.9,0,0.814
64,Male,Latino,Single,None,30000,Engineer,Rural,Nepali,Buddhist,English,5,514,1,2,0.51,6831,15220,1,0,1.1,1,0.51
40,Female,Mixed,Married,Secondary,30000,Teacher,Semi-urban,Nepali,Hindu,English,2,652,1,0,0.41,18156,1910,1,1,3.0,0,0.873
54,Other,Asian,Widowed,Secondary,70000,Teacher,Urban,Nepali,Muslim,Bengali,3,739,0,3,0.04,13637,6232,0,0,20.9,1,0.542
61,Female,Latino,Married,Graduate,20000,Laborer,Rural,Bangladeshi,Sikh,Marathi,2,739,1,5,0.9,22084,8160,0,0,21.2,1,0.568
46,Male,Mixed,Married,None,100000,Farmer,Semi-urban,Indian,Hindu,Marathi,6,703,0,5,0.5,7949,9462,1,1,13.7,1,0.783
45,Male,Asian,Single,Postgraduate,100000,Engineer,Rural,Indian,Other,English,6,374,1,2,0.53,4148,2641,0,1,9.7,0,0.549
36,Other,Mixed,Single,Graduate,50000,Self-employed,Urban,Indian,Hindu,Telugu,2,486,1,1,0.12,7397,2639,1,0,2.3,0,0.586
27,Other,Black,Single,Postgraduate,10000,Teacher,Rural,Indian,Other,English,2,766,1,2,0.77,8352,14912,1,0,12.3,0,0.758
40,Female,Asian,Married,Secondary,20000,Farmer,Semi-urban,Nepali,Buddhist,English,5,657,1,0,0.47,21094,6205,1,1,10.0,1,0.797
24,Male,Black,Divorced,None,50000,Laborer,Urban,Nepali,Muslim,Bengali,3,333,0,1,0.26,24252,8893,1,1,11.1,0,0.386
53,Other,Latino,Widowed,Secondary,10000,Laborer,Semi-urban,Indian,Sikh,Telugu,4,847,1,1,0.89,15493,1109,1,0,2.8,1,0.927
23,Male,Latino,Widowed,Primary,100000,Teacher,Semi-urban,Bangladeshi,Buddhist,Telugu,3,833,1,3,0.45,23566,2905,0,0,4.5,0,0.547
46,Other,Latino,Single,Postgraduate,70000,Farmer,Semi-urban,Nepali,Sikh,Bengali,6,712,0,4,0.98,11269,787,1,0,6.1,0,0.928
27,Male,Latino,Single,None,30000,Farmer,Rural,Nepali,Hindu,English,1,364,1,0,0.53,5715,15199,1,0,13.2,0,0.318
34,Female,Mixed,Married,Postgraduate,100000,Teacher,Rural,Indian,Other,English,1,343,1,2,0.98,11034,15275,1,1,20.5,0,0.52
51,Male,White,Widowed,Postgraduate,20000,Farmer,Rural,Bangladeshi,Muslim,Hindi,3,770,1,2,0.58,23204,1991,1,1,15.8,1,0.916
49,Male,Latino,Widowed,Postgraduate,70000,Self-employed,Urban,Nepali,Other,English,3,838,0,3,0.02,7422,7464,1,0,9.1,0,0.723
56,Female,White,Married,Primary,100000,Self-employed,Urban,Bangladeshi,Sikh,Tamil,7,846,1,2,0.55,17025,4185,0,0,24.4,1,0.653
34,Other,Black,Married,Primary,100000,Self-employed,Semi-urban,Bangladeshi,Sikh,Tamil,2,580,0,3,0.69,14202,9729,1,1,9.2,1,0.784
50,Female,Mixed,Divorced,None,20000,Laborer,Rural,Bangladeshi,Christian,Bengali,4,628,1,1,0.83,9254,9272,1,0,23.4,0,0.646
63,Female,Latino,Divorced,Graduate,100000,Self-employed,Urban,Bangladeshi,Other,English,1,740,1,4,0.24,24225,6954,1,1,18.4,0,0.732
41,Female,Latino,Divorced,Graduate,70000,Self-employed,Semi-urban,Indian,Other,English,8,301,0,3,0.01,16765,9177,1,1,17.9,0,0.375
31,Female,Black,Married,Primary,50000,Engineer,Rural,Indian,Christian,Marathi,8,398,1,3,0.36,15130,16913,1,1,18.9,0,0.438
52,Female,White,Married,None,20000,Teacher,Urban,Indian,Christian,Marathi,4,578,1,5,0.93,13780,4320,1,0,23.0,1,0.612
31,Female,Black,Married,Secondary,20000,Farmer,Semi-urban,Indian,Christian,English,3,639,1,3,0.85,8244,3795,1,0,8.7,1,0.76
64,Male,Black,Divorced,Primary,10000,Teacher,Semi-urban,Bangladeshi,Christian,Tamil,8,764,1,2,0.89,17885,540,1,0,23.3,0,0.829
30,Male,Asian,Divorced,Secondary,20000,Laborer,Rural,Bangladeshi,Sikh,Bengali,1,336,1,2,0.07,15210,7153,0,1,22.3,0,0.227
64,Male,Asian,Widowed,Secondary,20000,Engineer,Semi-urban,Nepali,Christian,Tamil,8,720,0,5,0.87,11311,16511,1,0,7.6,1,0.678
27,Female,Asian,Widowed,Graduate,10000,Laborer,Urban,Indian,Other,Marathi,8,397,1,3,0.52,17968,13473,0,1,11.0,1,0.215
46,Other,Asian,Widowed,Primary,30000,Laborer,Rural,Indian,Sikh,Hindi,4,544,1,2,0.09,15669,17745,0,0,16.8,1,0.272
64,Male,White,Divorced,Postgraduate,100000,Teacher,Rural,Bangladeshi,Buddhist,Telugu,5,513,1,3,0.33,16427,5783,0,1,21.0,0,0.465
46,Male,Latino,Single,Graduate,100000,Self-employed,Urban,Indian,Hindu,Hindi,3,814,1,3,0.74,18236,8593,1,0,2.3,0,0.737
64,Female,Black,Single,Graduate,70000,Teacher,Rural,Bangladeshi,Buddhist,Hindi,8,376,1,1,0.42,24540,11847,1,1,20.4,0,0.428
55,Female,Asian,Divorced,Secondary,20000,Self-employed,Semi-urban,Indian,Hindu,Telugu,4,786,1,4,0.44,19404,18915,0,0,6.4,0,0.34
49,Other,Latino,Divorced,Graduate,50000,Farmer,Rural,Indian,Buddhist,Hindi,2,434,0,4,0.12,23312,984,1,0,22.1,1,0.348
33,Male,Latino,Single,None,10000,Engineer,Urban,Indian,Hindu,English,5,721,1,2,0.36,18806,19929,1,0,17.7,0,0.457
49,Male,Mixed,Widowed,Postgraduate,50000,Self-employed,Semi-urban,Bangladeshi,Other,English,8,608,0,3,0.25,19185,12744,0,1,10.5,0,0.481
46,Male,Latino,Divorced,Graduate,10000,Laborer,Rural,Nepali,Sikh,Tamil,3,682,1,1,0.5,8823,1311,0,1,24.3,0,0.821
49,Male,White,Widowed,Graduate,50000,Laborer,Urban,Nepali,Buddhist,English,4,480,0,1,0.28,18298,2291,1,0,3.7,1,0.485
48,Female,Asian,Single,Secondary,10000,Laborer,Rural,Bangladeshi,Other,Bengali,4,542,1,4,0.99,22043,10889,0,1,3.8,1,0.541
37,Other,Black,Divorced,Primary,70000,Self-employed,Urban,Nepali,Buddhist,Tamil,4,319,0,0,0.31,11310,5391,1,0,0.5,1,0.371
21,Female,Black,Widowed,None,10000,Self-employed,Semi-urban,Bangladeshi,Muslim,Marathi,7,721,0,4,0.5,7110,15612,1,0,4.3,0,0.628
39,Female,Mixed,Divorced,Postgraduate,100000,Laborer,Semi-urban,Bangladeshi,Hindu,Bengali,8,481,0,1,0.7,24589,1655,0,1,19.0,1,0.558
22,Other,Black,Married,Postgraduate,30000,Laborer,Semi-urban,Nepali,Christian,English,7,635,1,0,0.14,13749,3425,0,0,4.6,1,0.446
48,Male,Asian,Divorced,Postgraduate,20000,Farmer,Rural,Bangladeshi,Buddhist,Marathi,7,737,1,1,0.6,17151,7418,0,1,12.8,0,0.716
34,Male,Black,Married,Secondary,10000,Laborer,Semi-urban,Nepali,Sikh,Tamil,5,808,1,5,0.97,7907,6190,0,1,3.3,0,1.0
53,Male,Mixed,Single,Postgraduate,20000,Engineer,Rural,Bangladeshi,Muslim,Bengali,2,515,1,3,0.09,14629,17794,0,0,24.3,0,0.211
29,Male,Mixed,Divorced,Secondary,10000,Laborer,Semi-urban,Nepali,Sikh,Bengali,8,430,1,2,0.19,17255,10031,1,1,19.9,0,0.473
25,Female,Black,Divorced,Secondary,30000,Teacher,Semi-urban,Nepali,Sikh,Telugu,1,454,0,0,0.13,21574,3512,0,0,8.8,0,0.163
31,Female,Latino,Married,Graduate,70000,Engineer,Semi-urban,Nepali,Buddhist,Marathi,3,565,1,1,0.12,19799,15993,1,1,18.2,1,0.603
64,Female,Asian,Married,Postgraduate,100000,Self-employed,Urban,Bangladeshi,Buddhist,English,2,305,1,4,0.31,17996,2161,0,0,19.0,1,0.155
54,Female,Black,Divorced,Postgraduate,50000,Laborer,Rural,Indian,Sikh,Hindi,3,642,0,3,0.62,22393,6017,1,0,0.6,0,0.588
21,Female,Latino,Single,Secondary,100000,Farmer,Rural,Nepali,Other,Bengali,4,568,0,3,0.65,3949,18156,1,0,0.8,1,0.587
32,Male,White,Widowed,Postgraduate,50000,Engineer,Semi-urban,Indian,Hindu,Tamil,1,650,1,0,0.98,19965,9180,1,0,20.5,0,0.73
42,Female,Black,Married,Secondary,10000,Teacher,Rural,Nepali,Christian,Telugu,2,603,1,5,0.56,4507,12281,1,1,20.5,0,0.792
51,Other,Mixed,Divorced,None,50000,Laborer,Rural,Indian,Buddhist,Telugu,8,670,0,2,0.56,6838,18274,0,0,21.4,1,0.455
40,Male,White,Divorced,Postgraduate,10000,Self-employed,Urban,Nepali,Muslim,Hindi,6,828,0,2,0.87,22166,7078,1,1,9.5,0,1.0
33,Male,Black,Married,Postgraduate,10000,Engineer,Rural,Bangladeshi,Buddhist,Hindi,8,325,0,3,0.1,24587,18273,1,1,22.4,0,0.31
36,Other,White,Single,Secondary,50000,Laborer,Urban,Indian,Sikh,Telugu,3,618,1,5,0.19,24060,11042,1,1,8.2,0,0.597
25,Other,White,Married,None,50000,Self-employed,Urban,Indian,Sikh,English,6,546,1,5,0.36,14221,17446,1,0,7.1,1,0.413
26,Other,Mixed,Divorced,Postgraduate,10000,Laborer,Semi-urban,Bangladeshi,Sikh,Hindi,6,322,1,5,0.58,17073,8543,1,1,5.1,1,0.445
23,Male,White,Widowed,Graduate,50000,Engineer,Urban,Indian,Buddhist,Bengali,4,311,1,1,0.7,10302,16448,1,1,23.3,0,0.489
43,Other,Latino,Widowed,Graduate,10000,Engineer,Urban,Nepali,Muslim,Bengali,2,320,1,3,0.34,13791,13913,1,0,13.4,0,0.112
48,Other,Latino,Married,Graduate,50000,Laborer,Semi-urban,Nepali,Muslim,Tamil,1,652,1,5,0.85,6914,7884,0,1,1.8,1,0.809
27,Female,Black,Single,Postgraduate,70000,Laborer,Urban,Bangladeshi,Christian,Tamil,6,495,0,1,0.52,21007,3541,0,1,13.0,0,0.506
50,Female,White,Divorced,Postgraduate,30000,Engineer,Urban,Indian,Muslim,Hindi,7,819,0,4,0.75,23604,11133,1,0,20.5,0,0.788
42,Other,White,Single,Secondary,10000,Engineer,Semi-urban,Bangladeshi,Sikh,Hindi,3,349,0,5,0.3,16189,16101,0,0,23.2,1,0.168
25,Male,Mixed,Divorced,Secondary,30000,Teacher,Urban,Bangladeshi,Other,Bengali,3,388,1,1,0.07,5674,18413,0,1,17.4,0,0.294
31,Other,Latino,Divorced,Graduate,100000,Farmer,Urban,Indian,Other,Marathi,5,727,0,1,0.05,9477,2029,1,1,11.8,0,0.845
22,Male,Black,Married,Postgraduate,10000,Self-employed,Urban,Indian,Muslim,Tamil,5,760,1,4,0.21,15213,14232,0,0,10.3,0,0.446
35,Other,Mixed,Married,Primary,70000,Laborer,Rural,Indian,Other,Tamil,8,562,1,0,0.86,9518,14012,1,1,16.1,1,0.801
24,Male,Black,Single,Primary,10000,Farmer,Rural,Indian,Hindu,Tamil,6,836,0,2,0.25,6949,2753,0,1,16.0,1,0.907
42,Male,Latino,Married,Secondary,70000,Laborer,Urban,Indian,Other,English,8,630,1,0,0.75,7680,13699,0,1,18.5,0,0.683
30,Male,White,Widowed,Primary,100000,Farmer,Semi-urban,Nepali,Sikh,Marathi,3,632,1,3,0.58,5148,13532,1,0,12.6,0,0.686
44,Other,Mixed,Widowed,Secondary,10000,Farmer,Semi-urban,Bangladeshi,Buddhist,Telugu,5,446,1,3,0.32,22582,15096,0,0,7.0,0,0.118
27,Other,Mixed,Divorced,None,30000,Engineer,Urban,Indian,Hindu,English,8,762,1,3,0.7,3593,17645,1,1,3.3,1,0.888
36,Other,Asian,Divorced,None,50000,Laborer,Rural,Indian,Christian,English,3,331,1,2,0.66,7476,3318,1,1,1.9,0,0.594
46,Male,Asian,Divorced,Secondary,20000,Self-employed,Urban,Nepali,Sikh,Marathi,2,702,1,1,0.79,3401,16047,0,0,7.5,1,0.584
52,Male,Black,Married,None,100000,Self-employed,Rural,Indian,Muslim,English,4,549,1,4,0.08,21842,15809,1,1,18.9,1,0.442
47,Male,Asian,Divorced,Primary,10000,Farmer,Semi-urban,Indian,Christian,Tamil,5,381,0,2,0.59,7886,10387,0,0,4.8,0,0.316
19,Other,Asian,Divorced,Graduate,10000,Farmer,Rural,Indian,Christian,Bengali,7,514,1,3,0.28,7555,19805,1,1,11.2,1,0.529
27,Female,White,Single,Primary,70000,Laborer,Rural,Indian,Hindu,Hindi,2,784,0,3,0.36,10522,1157,1,1,10.4,0,0.908
18,Other,White,Single,Primary,70000,Self-employed,Semi-urban,Nepali,Other,English,5,737,0,0,0.72,14866,15719,1,1,18.5,1,0.884
23,Female,Mixed,Widowed,Postgraduate,30000,Laborer,Rural,Bangladeshi,Muslim,Marathi,3,494,1,4,0.99,17390,5673,0,1,10.2,0,0.624
59,Other,Mixed,Single,Primary,50000,Engineer,Semi-urban,Bangladeshi,Muslim,Tamil,1,738,0,1,0.28,22648,17610,1,1,19.4,0,0.676
40,Male,Latino,Single,None,70000,Farmer,Urban,Nepali,Christian,Bengali,3,836,0,5,0.52,16013,12531,1,1,15.8,0,0.776
23,Male,White,Single,None,70000,Laborer,Rural,Nepali,Other,English,7,600,0,0,0.84,4244,654,1,1,5.2,1,0.962
34,Other,Latino,Married,Secondary,100000,Self-employed,Urban,Bangladeshi,Buddhist,English,2,494,0,4,0.72,8795,14363,0,0,24.1,1,0.257
45,Female,Mixed,Divorced,Graduate,100000,Laborer,Semi-urban,Nepali,Christian,Tamil,6,668,0,4,0.44,13943,15237,0,1,10.6,0,0.486
64,Male,Mixed,Married,Secondary,50000,Self-employed,Semi-urban,Nepali,Hindu,Marathi,1,468,0,4,0.63,16208,15692,1,0,7.9,0,0.341
42,Male,Asian,Divorced,Postgraduate,70000,Teacher,Urban,Indian,Hindu,Marathi,3,619,1,1,0.86,4298,5553,1,1,1.8,1,0.932
18,Other,White,Single,Graduate,70000,Engineer,Rural,Nepali,Other,Tamil,6,618,1,2,0.01,14884,5677,1,0,12.0,1,0.533
50,Female,Latino,Single,Graduate,70000,Engineer,Urban,Indian,Hindu,Telugu,2,568,1,0,0.67,14712,8010,1,1,16.5,0,0.696
37,Female,Black,Widowed,Postgraduate,10000,Farmer,Semi-urban,Nepali,Sikh,Hindi,6,726,1,1,0.48,12916,11682,1,0,3.8,1,0.705
25,Female,Asian,Married,Graduate,70000,Self-employed,Semi-urban,Nepali,Sikh,Bengali,5,513,0,4,0.85,12889,10024,1,0,3.2,1,0.483
56,Female,Mixed,Widowed,Secondary,70000,Farmer,Urban,Bangladeshi,Hindu,Bengali,4,699,0,4,0.13,15455,2316,0,1,19.5,1,0.624
52,Male,Black,Divorced,Secondary,100000,Teacher,Urban,Nepali,Buddhist,Tamil,1,328,0,0,0.09,16613,17757,1,1,3.3,1,0.275
34,Male,Mixed,Widowed,None,30000,Engineer,Rural,Indian,Muslim,Telugu,7,813,1,2,0.19,3604,9759,1,1,5.9,1,1.0
19,Other,Latino,Single,Postgraduate,10000,Teacher,Semi-urban,Nepali,Buddhist,Hindi,8,491,0,3,0.03,20781,17248,0,0,21.5,1,0.116
49,Male,Latino,Widowed,Primary,10000,Farmer,Urban,Bangladeshi,Muslim,Bengali,1,793,0,0,1.0,19055,8194,0,1,0.5,1,0.907
21,Male,White,Married,Postgraduate,50000,Self-employed,Rural,Bangladeshi,Hindu,Marathi,8,479,0,0,0.98,23159,5774,1,0,17.2,1,0.649
44,Male,Latino,Widowed,Graduate,70000,Teacher,Urban,Bangladeshi,Christian,Tamil,6,603,1,2,0.7,20612,16442,0,1,13.0,1,0.433
24,Male,White,Single,Primary,10000,Laborer,Semi-urban,Bangladeshi,Muslim,Bengali,2,517,0,2,0.36,8326,18780,0,1,13.8,0,0.443
43,Female,Latino,Married,Primary,10000,Laborer,Semi-urban,Nepali,Sikh,Tamil,4,431,0,5,0.94,5801,15730,0,0,11.6,0,0.255
25,Male,Black,Widowed,Primary,50000,Teacher,Urban,Bangladeshi,Muslim,Tamil,6,321,1,2,0.26,9675,8005,0,1,22.4,0,0.286
41,Other,White,Married,None,10000,Farmer,Urban,Bangladeshi,Muslim,English,7,530,0,0,0.62,20852,893,1,1,11.7,0,0.779
30,Female,Mixed,Married,Primary,70000,Teacher,Semi-urban,Nepali,Muslim,Telugu,6,694,1,0,0.03,8988,7019,1,1,14.7,0,0.748
62,Male,Asian,Married,Secondary,10000,Laborer,Urban,Nepali,Sikh,Bengali,2,543,1,1,0.31,3333,13974,1,1,17.2,0,0.734
63,Female,Latino,Divorced,None,100000,Farmer,Rural,Bangladeshi,Muslim,Hindi,4,348,1,0,0.63,7632,12677,1,1,23.9,0,0.584
42,Other,Asian,Widowed,Graduate,70000,Teacher,Urban,Bangladeshi,Christian,Bengali,6,698,1,0,0.91,9909,2457,1,0,3.5,1,0.871
30,Male,Mixed,Single,Graduate,70000,Engineer,Urban,Nepali,Christian,Bengali,4,419,1,2,0.36,21085,1348,0,0,5.5,1,0.224
28,Male,Mixed,Single,Graduate,20000,Farmer,Urban,Bangladeshi,Christian,Hindi,8,386,0,4,0.08,23814,12269,1,0,2.4,0,0.189
45,Other,Black,Divorced,None,50000,Engineer,Rural,Indian,Christian,Telugu,7,803,0,5,0.85,21068,2383,0,1,2.4,0,0.803
54,Other,White,Divorced,Postgraduate,10000,Teacher,Rural,Bangladeshi,Muslim,Marathi,7,581,1,2,0.66,5424,6791,0,1,21.4,0,0.657
61,Female,Black,Widowed,Graduate,30000,Self-employed,Semi-urban,Nepali,Muslim,Tamil,5,605,1,4,0.83,3296,2988,1,1,13.2,0,1.0
49,Male,Latino,Divorced,Graduate,30000,Farmer,Rural,Nepali,Christian,Marathi,8,520,0,5,0.18,9167,14870,0,0,17.1,0,0.234
29,Female,Asian,Divorced,None,10000,Laborer,Rural,Bangladeshi,Hindu,Hindi,5,838,1,2,0.75,22212,8032,1,1,2.8,1,0.971
24,Other,White,Divorced,None,10000,Self-employed,Semi-urban,Indian,Hindu,Hindi,8,428,1,2,0.58,18422,17826,1,1,3.6,1,0.444
22,Male,Asian,Single,Secondary,100000,Teacher,Semi-urban,Bangladeshi,Sikh,Telugu,7,677,0,3,0.73,23471,13753,1,1,5.3,1,0.783
23,Female,Asian,Widowed,Postgraduate,100000,Farmer,Urban,Bangladeshi,Other,Hindi,8,413,1,0,0.85,11183,7087,0,0,13.9,1,0.419
30,Other,Latino,Married,None,20000,Teacher,Urban,Bangladeshi,Buddhist,Bengali,6,477,0,5,0.97,16127,13571,0,0,19.7,1,0.29
45,Female,Asian,Married,Graduate,20000,Engineer,Rural,Nepali,Christian,Hindi,6,741,1,0,0.86,10078,8286,1,1,9.6,1,0.993
19,Other,Mixed,Widowed,Secondary,20000,Laborer,Urban,Indian,Hindu,Marathi,2,302,0,1,0.43,13390,14789,0,0,17.3,0,0.095
21,Female,Black,Single,Secondary,30000,Engineer,Rural,Bangladeshi,Hindu,Hindi,2,414,1,0,0.26,13059,634,0,0,18.8,0,0.307
20,Other,Latino,Divorced,Primary,30000,Engineer,Rural,Nepali,Buddhist,English,2,337,0,5,0.89,17942,7485,1,0,14.3,0,0.395
53,Other,Black,Single,Primary,100000,Farmer,Semi-urban,Bangladeshi,Buddhist,Marathi,2,487,0,5,0.08,6558,12391,1,0,18.3,0,0.351
50,Male,Black,Single,Graduate,100000,Laborer,Rural,Indian,Buddhist,Hindi,5,443,1,2,0.2,3584,11084,0,0,17.8,1,0.279
22,Other,Mixed,Single,Graduate,70000,Teacher,Semi-urban,Nepali,Other,Telugu,3,613,0,3,0.97,17141,5937,0,1,8.7,0,0.676
34,Other,Mixed,Widowed,None,20000,Engineer,Rural,Bangladeshi,Hindu,Tamil,4,810,0,4,0.55,15087,6161,1,1,3.2,0,0.962
63,Female,Black,Divorced,Secondary,50000,Self-employed,Rural,Nepali,Sikh,Telugu,7,827,1,3,0.75,23880,1857,1,1,10.5,1,0.98
55,Female,White,Divorced,Postgraduate,10000,Self-employed,Semi-urban,Bangladeshi,Buddhist,Bengali,7,793,0,2,0.43,5557,18643,1,0,10.0,1,0.762
53,Other,Black,Divorced,Graduate,30000,Engineer,Rural,Bangladeshi,Other,Marathi,8,477,0,4,0.27,9871,3883,1,0,9.4,0,0.456
52,Other,White,Married,Graduate,20000,Engineer,Urban,Indian,Hindu,Tamil,8,696,0,3,0.68,14961,10427,1,1,24.3,1,0.868
20,Female,Black,Divorced,Primary,70000,Laborer,Rural,Indian,Christian,English,2,762,1,4,0.52,7238,4054,0,0,18.8,0,0.635
49,Male,Latino,Single,None,20000,Self-employed,Semi-urban,Bangladeshi,Sikh,Hindi,7,673,0,1,0.93,16100,12234,1,1,17.9,1,0.805
65,Female,Mixed,Single,Graduate,30000,Engineer,Semi-urban,Indian,Hindu,Hindi,2,554,1,3,0.32,9028,13719,0,1,3.0,0,0.458
25,Other,White,Widowed,None,100000,Farmer,Semi-urban,Indian,Buddhist,Bengali,7,348,1,2,0.52,20563,7266,0,0,17.0,1,0.16
39,Other,Asian,Widowed,Secondary,30000,Engineer,Urban,Indian,Hindu,Tamil,8,738,0,3,0.51,18504,14027,1,1,14.4,0,0.73
35,Other,Asian,Married,None,100000,Self-employed,Urban,Nepali,Buddhist,Bengali,5,507,0,0,0.07,10684,12041,1,1,4.2,1,0.584
22,Female,Asian,Single,None,100000,Laborer,Semi-urban,Bangladeshi,Christian,Hindi,7,456,0,0,0.75,20675,12974,1,1,8.4,0,0.562
45,Male,Latino,Divorced,Secondary,70000,Engineer,Rural,Bangladeshi,Muslim,Telugu,4,382,0,0,0.78,13132,11213,0,0,16.5,1,0.277
36,Female,White,Divorced,Primary,70000,Teacher,Semi-urban,Bangladeshi,Christian,Marathi,3,802,1,1,0.44,10465,8368,0,0,19.0,0,0.684
62,Other,Latino,Married,Primary,70000,Farmer,Urban,Indian,Muslim,Telugu,7,772,1,1,0.57,3376,18422,1,0,10.8,1,0.701
25,Female,White,Single,Secondary,50000,Engineer,Rural,Bangladeshi,Christian,English,5,658,0,2,0.46,6876,13910,0,0,18.4,0,0.487
40,Female,Mixed,Married,None,30000,Teacher,Rural,Bangladeshi,Other,Marathi,8,596,1,0,0.77,16078,17200,1,1,5.1,1,0.674
41,Female,Black,Divorced,Graduate,70000,Farmer,Semi-urban,Nepali,Muslim,Hindi,5,606,0,3,0.3,24384,11849,1,0,19.7,1,0.482
19,Male,Mixed,Single,Graduate,50000,Farmer,Rural,Nepali,Buddhist,English,5,719,0,2,0.53,4981,12970,0,0,13.0,0,0.58
19,Female,Asian,Married,Primary,20000,Farmer,Rural,Nepali,Muslim,Tamil,2,600,1,5,0.86,21007,5832,1,0,0.7,1,0.629
19,Other,Black,Widowed,None,70000,Engineer,Rural,Indian,Other,Hindi,4,638,1,2,0.49,21602,8322,0,0,17.2,1,0.461
60,Other,White,Single,Primary,70000,Laborer,Semi-urban,Bangladeshi,Sikh,Marathi,5,439,1,3,0.47,24667,5332,1,0,2.1,1,0.41
39,Other,Latino,Married,Postgraduate,50000,Engineer,Rural,Indian,Christian,Telugu,5,355,1,0,0.03,16312,15791,0,1,6.4,1,0.193
56,Female,Mixed,Single,Graduate,30000,Engineer,Rural,Bangladeshi,Other,Telugu,3,644,0,1,0.27,20357,12250,1,1,12.0,0,0.693
41,Female,Asian,Divorced,Primary,50000,Laborer,Rural,Indian,Buddhist,Bengali,4,711,1,3,0.74,24055,11517,1,1,17.8,1,0.916
64,Other,Latino,Divorced,None,50000,Engineer,Urban,Indian,Buddhist,Hindi,5,476,1,2,0.35,11811,9095,1,0,0.6,0,0.522
28,Male,White,Divorced,Primary,100000,Farmer,Rural,Indian,Sikh,English,8,596,0,4,0.36,19101,4718,0,1,7.5,0,0.606
30,Other,Asian,Single,Secondary,10000,Laborer,Urban,Bangladeshi,Muslim,Tamil,6,561,1,4,0.1,15588,6701,0,1,24.7,0,0.464
50,Other,Black,Widowed,Graduate,10000,Laborer,Urban,Indian,Christian,English,8,739,0,5,0.37,7038,1596,1,0,2.7,1,0.795
36,Other,Asian,Divorced,Primary,30000,Laborer,Rural,Indian,Muslim,Tamil,7,458,1,3,0.06,20112,11847,1,0,18.7,0,0.286
50,Male,Asian,Widowed,Primary,100000,Laborer,Rural,Bangladeshi,Sikh,Marathi,8,643,1,1,0.3,4554,16524,0,1,22.8,1,0.623
